lead_id,canonical_anchors,status,decision,reason,candidate_id,catalog_action,family_id
L0078,BACK-MATTER/NOTES/02-The-Crucial-Experiment-Notes.md:L729-730[U005225],WEAK,rule-picture-history,Rule-based doodles are informal examples,,not-serious-candidate,not-applicable
L0079,BACK-MATTER/NOTES/02-The-Crucial-Experiment-Notes.md:L737-738[U005229];BACK-MATTER/NOTES/02-The-Crucial-Experiment-Notes.md:L739-740[U005230],WEAK,ca-history,Historical motivation for cellular automata,,not-serious-candidate,not-applicable
L0080,BACK-MATTER/NOTES/02-The-Crucial-Experiment-Notes.md:L743-744[U005232],WEAK,ca-history,Historical note on available CA simulation,,not-serious-candidate,not-applicable
L0081,BACK-MATTER/NOTES/02-The-Crucial-Experiment-Notes.md:L743-744[U005232];BACK-MATTER/NOTES/02-The-Crucial-Experiment-Notes.md:L819-820[U005270],WEAK,ca-history,Historical note on general-purpose CA simulation,,not-serious-candidate,not-applicable
L0082,BACK-MATTER/NOTES/02-The-Crucial-Experiment-Notes.md:L745-746[U005233],WEAK,ca-history,Recreational history of the Game of Life,,not-serious-candidate,not-applicable
L0083,BACK-MATTER/NOTES/02-The-Crucial-Experiment-Notes.md:L751-752[U005236],WEAK,shift-register-history,Delay lines and shift registers appear only historically,,not-serious-candidate,not-applicable
L0084,BACK-MATTER/NOTES/02-The-Crucial-Experiment-Notes.md:L751-752[U005236];BACK-MATTER/NOTES/02-The-Crucial-Experiment-Notes.md:L815-816[U005268],WEAK,shift-register-history,Duplicate historical shift-register discussion,,not-serious-candidate,not-applicable
L0085,BACK-MATTER/NOTES/02-The-Crucial-Experiment-Notes.md:L753-754[U005237],WEAK,symbolic-dynamics-history,Historical discussion of symbolic dynamics,,not-serious-candidate,not-applicable
L0086,BACK-MATTER/NOTES/02-The-Crucial-Experiment-Notes.md:L851-852[U005286];BACK-MATTER/NOTES/02-The-Crucial-Experiment-Notes.md:L855-856[U005288],WEAK,ca-history,Historical account of early CA experiments,,not-serious-candidate,not-applicable
L0087,BACK-MATTER/NOTES/02-The-Crucial-Experiment-Notes.md:L911-912[U005316],RESOLVED,ca-randomness-preset,Rule 30 executable example routes to an elementary CA preset,,not-serious-candidate,not-applicable
L0088,BACK-MATTER/NOTES/02-The-Crucial-Experiment-Notes.md:L536-537[U005130];BACK-MATTER/NOTES/02-The-Crucial-Experiment-Notes.md:L544-545[U005134],WEAK,image-only-example,Image supplies a pattern example without a construction,,not-serious-candidate,not-applicable
L0089,BACK-MATTER/NOTES/02-The-Crucial-Experiment-Notes.md:L538-539[U005131];BACK-MATTER/NOTES/02-The-Crucial-Experiment-Notes.md:L544-545[U005134],WEAK,image-only-example,Image supplies a pattern example without a construction,,not-serious-candidate,not-applicable
L0090,BACK-MATTER/NOTES/02-The-Crucial-Experiment-Notes.md:L540-541[U005132];BACK-MATTER/NOTES/02-The-Crucial-Experiment-Notes.md:L544-545[U005134],WEAK,image-only-example,Image supplies a pattern example without a construction,,not-serious-candidate,not-applicable
L0091,BACK-MATTER/NOTES/02-The-Crucial-Experiment-Notes.md:L542-543[U005133];BACK-MATTER/NOTES/02-The-Crucial-Experiment-Notes.md:L544-545[U005134],WEAK,image-only-example,Image supplies a pattern example without a construction,,not-serious-candidate,not-applicable
L0092,CHAPTERS/03-The-World-of-Simple-Programs.md:L29-30[U000320];CHAPTERS/03-The-World-of-Simple-Programs.md:L39-40[U000325];CHAPTERS/03-The-World-of-Simple-Programs.md:L47-48[U000329];CHAPTERS/03-The-World-of-Simple-Programs.md:L51-52[U000331];CHAPTERS/03-The-World-of-Simple-Programs.md:L53-54[U000332];CHAPTERS/03-The-World-of-Simple-Programs.md:L55-56[U000333],RESOLVED,elementary-ca-rule,Rule choices are the ordinary elementary CA lookup table,,not-serious-candidate,not-applicable
L0093,CHAPTERS/03-The-World-of-Simple-Programs.md:L31-32[U000321],WEAK,image-only-example,Image alone does not specify a distinct construction,,not-serious-candidate,not-applicable
L0094,CHAPTERS/03-The-World-of-Simple-Programs.md:L31-32[U000321];CHAPTERS/03-The-World-of-Simple-Programs.md:L67-68[U000339];BACK-MATTER/NOTES/05-Two-Dimensions-and-Beyond-Notes.md:L151-152[U006117],WEAK,image-only-example,Image alone does not specify a distinct construction,,not-serious-candidate,not-applicable
L0095,CHAPTERS/03-The-World-of-Simple-Programs.md:L31-32[U000321];CHAPTERS/03-The-World-of-Simple-Programs.md:L75-76[U000343];CHAPTERS/03-The-World-of-Simple-Programs.md:L651-652[U000631],WEAK,image-only-example,Image alone does not specify a distinct construction,,not-serious-candidate,not-applicable
L0096,CHAPTERS/03-The-World-of-Simple-Programs.md:L31-32[U000321];CHAPTERS/03-The-World-of-Simple-Programs.md:L141-142[U000376],WEAK,image-only-example,Image alone does not specify a distinct construction,,not-serious-candidate,not-applicable
L0097,CHAPTERS/03-The-World-of-Simple-Programs.md:L35-36[U000323];CHAPTERS/03-The-World-of-Simple-Programs.md:L37-38[U000324];CHAPTERS/03-The-World-of-Simple-Programs.md:L39-40[U000325],RESOLVED,ca-rule-numbering,Binary output tables route to elementary CA rule numbers,,not-serious-candidate,not-applicable
L0098,CHAPTERS/03-The-World-of-Simple-Programs.md:L45-46[U000328],RESOLVED,elementary-ca-preset,Rule 0 behavior is an elementary CA preset,,not-serious-candidate,not-applicable
L0099,CHAPTERS/03-The-World-of-Simple-Programs.md:L45-46[U000328],RESOLVED,elementary-ca-preset,Rule 128 behavior is an elementary CA preset,,not-serious-candidate,not-applicable
L0100,CHAPTERS/03-The-World-of-Simple-Programs.md:L45-46[U000328],RESOLVED,elementary-ca-preset,Simple uniform behavior routes to an elementary CA preset,,not-serious-candidate,not-applicable
L0101,CHAPTERS/03-The-World-of-Simple-Programs.md:L45-46[U000328],RESOLVED,elementary-ca-preset,Simple repetitive behavior routes to an elementary CA preset,,not-serious-candidate,not-applicable
L0102,CHAPTERS/03-The-World-of-Simple-Programs.md:L45-46[U000328],RESOLVED,elementary-ca-preset,Simple nested behavior routes to an elementary CA preset,,not-serious-candidate,not-applicable
L0103,CHAPTERS/03-The-World-of-Simple-Programs.md:L49-50[U000330],RESOLVED,elementary-ca-preset,Canonical caption shows separate rule presets sharing one seed,,not-serious-candidate,not-applicable
L0104,CHAPTERS/03-The-World-of-Simple-Programs.md:L55-56[U000333];CHAPTERS/03-The-World-of-Simple-Programs.md:L85-86[U000348],RESOLVED,ca-rule-enumeration,Exhaustive elementary-rule display is a preset enumeration,,not-serious-candidate,not-applicable
L0105,CHAPTERS/03-The-World-of-Simple-Programs.md:L57-58[U000334],WEAK,ca-localized-structure-property,Localized persistence is observed behavior,,not-serious-candidate,not-applicable
L0106,CHAPTERS/03-The-World-of-Simple-Programs.md:L57-58[U000334],WEAK,ca-localized-structure-property,Localized persistence is observed behavior,,not-serious-candidate,not-applicable
L0107,CHAPTERS/03-The-World-of-Simple-Programs.md:L57-58[U000334],WEAK,ca-localized-structure-property,Localized persistence is observed behavior,,not-serious-candidate,not-applicable
L0108,CHAPTERS/03-The-World-of-Simple-Programs.md:L57-58[U000334],WEAK,ca-localized-structure-property,Localized persistence is observed behavior,,not-serious-candidate,not-applicable
L0109,CHAPTERS/03-The-World-of-Simple-Programs.md:L59-60[U000335],WEAK,ca-propagation-property,Maximum propagation speed is a CA property,,not-serious-candidate,not-applicable
L0110,CHAPTERS/03-The-World-of-Simple-Programs.md:L61-62[U000336],WEAK,ca-growth-property,Fixed-width versus expanding growth is observed behavior,,not-serious-candidate,not-applicable
L0111,CHAPTERS/03-The-World-of-Simple-Programs.md:L61-62[U000336],WEAK,ca-growth-property,Fixed-width versus expanding growth is observed behavior,,not-serious-candidate,not-applicable
L0112,CHAPTERS/03-The-World-of-Simple-Programs.md:L63-64[U000337];CHAPTERS/03-The-World-of-Simple-Programs.md:L65-66[U000338],WEAK,ca-nesting-property,Nested structure is a behavior class,,not-serious-candidate,not-applicable
L0113,CHAPTERS/03-The-World-of-Simple-Programs.md:L63-64[U000337];CHAPTERS/03-The-World-of-Simple-Programs.md:L65-66[U000338],WEAK,ca-nesting-property,Nested structure is a behavior class,,not-serious-candidate,not-applicable
L0114,CHAPTERS/03-The-World-of-Simple-Programs.md:L63-64[U000337];CHAPTERS/03-The-World-of-Simple-Programs.md:L65-66[U000338],WEAK,ca-nesting-property,Nested structure is a behavior class,,not-serious-candidate,not-applicable
L0115,CHAPTERS/03-The-World-of-Simple-Programs.md:L65-66[U000338],WEAK,image-only-example,Image illustrates nesting without a new construction,,not-serious-candidate,not-applicable
L0116,CHAPTERS/03-The-World-of-Simple-Programs.md:L65-66[U000338],WEAK,image-only-example,Image illustrates nesting without a new construction,,not-serious-candidate,not-applicable
L0117,CHAPTERS/03-The-World-of-Simple-Programs.md:L65-66[U000338],WEAK,image-only-example,Image illustrates nesting without a new construction,,not-serious-candidate,not-applicable
L0118,CHAPTERS/03-The-World-of-Simple-Programs.md:L77-78[U000344];CHAPTERS/03-The-World-of-Simple-Programs.md:L79-80[U000345],WEAK,image-only-example,Image is a CA example without a distinct construction,,not-serious-candidate,not-applicable
L0119,CHAPTERS/03-The-World-of-Simple-Programs.md:L81-82[U000346];CHAPTERS/03-The-World-of-Simple-Programs.md:L83-84[U000347],WEAK,image-only-example,Image is a CA example without a distinct construction,,not-serious-candidate,not-applicable
L0120,CHAPTERS/03-The-World-of-Simple-Programs.md:L89-90[U000350];CHAPTERS/03-The-World-of-Simple-Programs.md:L95-96[U000353],RESOLVED,three-color-totalistic-ca,Canonical anchor routes to three-color totalistic CA evolution,,not-serious-candidate,not-applicable
L0121,CHAPTERS/03-The-World-of-Simple-Programs.md:L91-92[U000351];CHAPTERS/03-The-World-of-Simple-Programs.md:L93-94[U000352];CHAPTERS/03-The-World-of-Simple-Programs.md:L95-96[U000353],RESOLVED,totalistic-ca,Definition routes directly to totalistic CA evolution,,not-serious-candidate,not-applicable
L0122,CHAPTERS/03-The-World-of-Simple-Programs.md:L93-94[U000352],WEAK,image-only-example,Image alone does not specify a distinct construction,,not-serious-candidate,not-applicable
L0123,CHAPTERS/03-The-World-of-Simple-Programs.md:L99-100[U000355];CHAPTERS/03-The-World-of-Simple-Programs.md:L101-102[U000356],WEAK,image-only-example,Image alone does not specify a distinct construction,,not-serious-candidate,not-applicable
L0124,CHAPTERS/03-The-World-of-Simple-Programs.md:L107-108[U000359],WEAK,image-only-example,Image alone does not specify a distinct construction,,not-serious-candidate,not-applicable
L0125,CHAPTERS/03-The-World-of-Simple-Programs.md:L107-108[U000359];CHAPTERS/03-The-World-of-Simple-Programs.md:L109-110[U000360],WEAK,image-only-example,Image alone does not specify a distinct construction,,not-serious-candidate,not-applicable
L0126,CHAPTERS/03-The-World-of-Simple-Programs.md:L109-110[U000360],RESOLVED,three-color-totalistic-ca,Three-color totalistic examples are CA presets,,not-serious-candidate,not-applicable
L0127,CHAPTERS/03-The-World-of-Simple-Programs.md:L111-112[U000361],WEAK,image-only-example,Image alone does not specify a distinct construction,,not-serious-candidate,not-applicable
L0128,CHAPTERS/03-The-World-of-Simple-Programs.md:L115-116[U000363];CHAPTERS/03-The-World-of-Simple-Programs.md:L117-118[U000364],WEAK,image-only-example,Image alone does not specify a distinct construction,,not-serious-candidate,not-applicable
L0129,CHAPTERS/03-The-World-of-Simple-Programs.md:L115-116[U000363];CHAPTERS/03-The-World-of-Simple-Programs.md:L123-124[U000367],WEAK,image-only-example,Image alone does not specify a distinct construction,,not-serious-candidate,not-applicable
L0130,CHAPTERS/03-The-World-of-Simple-Programs.md:L115-116[U000363];CHAPTERS/03-The-World-of-Simple-Programs.md:L123-124[U000367],WEAK,image-only-example,Image alone does not specify a distinct construction,,not-serious-candidate,not-applicable
L0131,CHAPTERS/03-The-World-of-Simple-Programs.md:L115-116[U000363];CHAPTERS/03-The-World-of-Simple-Programs.md:L123-124[U000367],WEAK,image-only-example,Image alone does not specify a distinct construction,,not-serious-candidate,not-applicable
L0132,CHAPTERS/03-The-World-of-Simple-Programs.md:L119-120[U000365],WEAK,image-only-example,Image alone does not specify a distinct construction,,not-serious-candidate,not-applicable
L0133,CHAPTERS/03-The-World-of-Simple-Programs.md:L119-120[U000365],WEAK,image-only-example,Image alone does not specify a distinct construction,,not-serious-candidate,not-applicable
L0134,CHAPTERS/03-The-World-of-Simple-Programs.md:L119-120[U000365],WEAK,image-only-example,Image alone does not specify a distinct construction,,not-serious-candidate,not-applicable
L0135,CHAPTERS/03-The-World-of-Simple-Programs.md:L135-136[U000373],WEAK,image-only-example,Image alone does not specify a distinct construction,,not-serious-candidate,not-applicable
L0136,CHAPTERS/03-The-World-of-Simple-Programs.md:L137-138[U000374];CHAPTERS/03-The-World-of-Simple-Programs.md:L143-144[U000377];CHAPTERS/03-The-World-of-Simple-Programs.md:L145-146[U000378];CHAPTERS/03-The-World-of-Simple-Programs.md:L151-152[U000381],WEAK,image-only-example,Image alone does not specify a distinct construction,,not-serious-candidate,not-applicable
L0137,CHAPTERS/03-The-World-of-Simple-Programs.md:L139-140[U000375];CHAPTERS/03-The-World-of-Simple-Programs.md:L147-148[U000379];CHAPTERS/03-The-World-of-Simple-Programs.md:L149-150[U000380];CHAPTERS/03-The-World-of-Simple-Programs.md:L151-152[U000381],WEAK,image-only-example,Image alone does not specify a distinct construction,,not-serious-candidate,not-applicable
L0138,CHAPTERS/03-The-World-of-Simple-Programs.md:L153-154[U000382];CHAPTERS/03-The-World-of-Simple-Programs.md:L155-156[U000383];CHAPTERS/03-The-World-of-Simple-Programs.md:L157-158[U000384];CHAPTERS/03-The-World-of-Simple-Programs.md:L163-164[U000387],WEAK,totalistic-ca-behavior,Delayed regularity is observed behavior,,not-serious-candidate,not-applicable
L0139,CHAPTERS/03-The-World-of-Simple-Programs.md:L155-156[U000383];CHAPTERS/03-The-World-of-Simple-Programs.md:L157-158[U000384];CHAPTERS/03-The-World-of-Simple-Programs.md:L161-162[U000386];CHAPTERS/03-The-World-of-Simple-Programs.md:L163-164[U000387],WEAK,image-only-example,Image illustrates behavior without a new construction,,not-serious-candidate,not-applicable
L0140,CHAPTERS/03-The-World-of-Simple-Programs.md:L155-156[U000383],WEAK,image-only-example,Image illustrates behavior without a new construction,,not-serious-candidate,not-applicable
L0141,CHAPTERS/03-The-World-of-Simple-Programs.md:L169-170[U000390];CHAPTERS/03-The-World-of-Simple-Programs.md:L173-174[U000392];CHAPTERS/03-The-World-of-Simple-Programs.md:L183-184[U000397],SERIOUS,mobile-automaton,Single active-cell evolution is a distinct update mechanic,C047,T09:retain-family,F031
L0142,CHAPTERS/03-The-World-of-Simple-Programs.md:L175-176[U000393];CHAPTERS/03-The-World-of-Simple-Programs.md:L177-178[U000394];CHAPTERS/03-The-World-of-Simple-Programs.md:L179-180[U000395];CHAPTERS/03-The-World-of-Simple-Programs.md:L183-184[U000397],WEAK,image-only-example,Image illustrates a mobile automaton without defining one,,not-serious-candidate,not-applicable
L0143,CHAPTERS/03-The-World-of-Simple-Programs.md:L183-184[U000397],WEAK,image-only-example,Image illustrates a mobile automaton without defining one,,not-serious-candidate,not-applicable
L0144,CHAPTERS/03-The-World-of-Simple-Programs.md:L191-192[U000401];CHAPTERS/03-The-World-of-Simple-Programs.md:L193-194[U000402];CHAPTERS/03-The-World-of-Simple-Programs.md:L285-286[U000448],WEAK,image-only-example,Image illustrates compressed evolution without a construction,,not-serious-candidate,not-applicable
L0145,CHAPTERS/03-The-World-of-Simple-Programs.md:L197-198[U000404],SERIOUS,neighbor-updating-mobile-automaton,Active-cell rules that also update neighbors form a distinct variant,C056,T10:repair,F031
L0146,CHAPTERS/03-The-World-of-Simple-Programs.md:L201-202[U000406];CHAPTERS/03-The-World-of-Simple-Programs.md:L203-204[U000407];CHAPTERS/03-The-World-of-Simple-Programs.md:L205-206[U000408],WEAK,image-only-example,Image illustrates the variant without defining a new mechanic,,not-serious-candidate,not-applicable
L0147,CHAPTERS/03-The-World-of-Simple-Programs.md:L209-210[U000410];CHAPTERS/03-The-World-of-Simple-Programs.md:L211-212[U000411];CHAPTERS/03-The-World-of-Simple-Programs.md:L213-214[U000412];CHAPTERS/03-The-World-of-Simple-Programs.md:L215-216[U000413];CHAPTERS/03-The-World-of-Simple-Programs.md:L663-664[U000637],WEAK,mobile-automaton-behavior,Apparent randomness is an observed behavior,,not-serious-candidate,not-applicable
L0148,CHAPTERS/03-The-World-of-Simple-Programs.md:L219-220[U000415];CHAPTERS/03-The-World-of-Simple-Programs.md:L223-224[U000417];CHAPTERS/03-The-World-of-Simple-Programs.md:L225-226[U000418];CHAPTERS/03-The-World-of-Simple-Programs.md:L665-666[U000638],WEAK,mobile-automaton-behavior,Active-cell motion regularity is an observed behavior,,not-serious-candidate,not-applicable
L0149,CHAPTERS/03-The-World-of-Simple-Programs.md:L231-232[U000421];CHAPTERS/03-The-World-of-Simple-Programs.md:L237-238[U000424];CHAPTERS/03-The-World-of-Simple-Programs.md:L247-248[U000429],SERIOUS,generalized-mobile-automaton,Multiple active cells with split and deletion form a distinct mechanic,C030,T11:retain-family,F033
L0150,CHAPTERS/03-The-World-of-Simple-Programs.md:L235-236[U000423];CHAPTERS/03-The-World-of-Simple-Programs.md:L239-240[U000425],WEAK,generalized-mobile-automaton-example,Creation of active cells is an example outcome,,not-serious-candidate,not-applicable
L0151,CHAPTERS/03-The-World-of-Simple-Programs.md:L247-248[U000429],WEAK,image-only-example,Image illustrates generalized mobile-automaton behavior,,not-serious-candidate,not-applicable
L0152,CHAPTERS/03-The-World-of-Simple-Programs.md:L253-254[U000432];CHAPTERS/03-The-World-of-Simple-Programs.md:L257-258[U000434],WEAK,turing-machine-history,Historical introduction is not a construction,,not-serious-candidate,not-applicable
L0153,CHAPTERS/03-The-World-of-Simple-Programs.md:L259-260[U000435];CHAPTERS/03-The-World-of-Simple-Programs.md:L261-262[U000436],WEAK,image-only-example,Image alone does not specify a Turing-machine construction,,not-serious-candidate,not-applicable
L0154,CHAPTERS/03-The-World-of-Simple-Programs.md:L267-268[U000439];CHAPTERS/03-The-World-of-Simple-Programs.md:L269-270[U000440],RESOLVED,turing-machine-preset,Two-state two-color machines route to Turing-machine presets,,not-serious-candidate,not-applicable
L0155,CHAPTERS/03-The-World-of-Simple-Programs.md:L269-270[U000440],WEAK,image-only-example,Image alone does not specify a Turing-machine construction,,not-serious-candidate,not-applicable
L0156,CHAPTERS/03-The-World-of-Simple-Programs.md:L275-276[U000443];CHAPTERS/03-The-World-of-Simple-Programs.md:L283-284[U000447],WEAK,turing-machine-behavior,State-count comparison reports behavior without a rule,,not-serious-candidate,not-applicable
L0157,CHAPTERS/03-The-World-of-Simple-Programs.md:L277-278[U000444];CHAPTERS/03-The-World-of-Simple-Programs.md:L283-284[U000447],WEAK,turing-machine-behavior,State-count comparison reports behavior without a rule,,not-serious-candidate,not-applicable
L0158,CHAPTERS/03-The-World-of-Simple-Programs.md:L283-284[U000447],WEAK,image-only-example,Image alone does not specify a Turing-machine construction,,not-serious-candidate,not-applicable
L0159,CHAPTERS/03-The-World-of-Simple-Programs.md:L283-284[U000447];CHAPTERS/03-The-World-of-Simple-Programs.md:L285-286[U000448],WEAK,image-only-example,Image alone does not specify a Turing-machine construction,,not-serious-candidate,not-applicable
